"id","name","homepage_url","download_url","url_name","user_count","average_rating","rating_count","updated_at","logged_at","min_month","max_month","twelve_month_contributor_count","total_code_lines","main_language_id","main_language_name","code_added_12months","code_removed_12months","comments_added_12months","comments_removed_12months","blanks_added_12months","blanks_removed_12months","commits_12months","code_added_lastmonth","code_removed_lastmonth","comments_added_lastmonth","comments_removed_lastmonth","blanks_added_lastmonth","blanks_removed_lastmonth","commits_lastmonth","contributors_lastmonth","FactoidGplConflict","FactoidTeamSizeZero","FactoidTeamSizeOne","FactoidTeamSizeSmall","FactoidTeamSizeLarge","FactoidTeamSizeVeryLarge","FactoidCommentsVeryLow","FactoidCommentsLow","FactoidCommentsHigh","FactoidCommentsVeryHigh","FactoidAgeYoung","FactoidAgeOld","FactoidAgeVeryOld","FactoidActivityIncreasing","FactoidActivityDecreasing","code_churn_12months","FactoidActivity","FactoidAge","score.increase","score"
12326,"JASMINe","http://jasmine.ow2.org","http://wiki.jasmine.objectweb.org/xwiki/bin/view/Main/Downloads","jasmine",5,5,2,"2012-06-21T05:13:26Z","2012-06-21T05:10:26Z","2006-12-01","2012-06-01",18,495267,5,"Java",132380,125193,61264,65950,24754,27029,905,169,32,7,3,12,1,7,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,257573,"Decreasing","VeryOld",0.00960582974494861,0.377939715137463
5149,"YaCy","http://yacy.net","http://yacy.net/Download.html","yacy",6,4.5,2,"2011-11-23T17:15:53Z","2011-11-23T17:14:19Z","2005-04-01","2011-11-01",11,144432,5,"Java",39160,32267,10750,8686,4441,3665,377,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,71427,"NoChange","VeryOld",0.00960582974494867,0.387545544882411
587501,"usergrid","http://www.usergrid.com","https://github.com/usergrid/stack","usergrid",1,,0,"2012-05-09T06:21:42Z","2012-05-09T06:20:56Z","2011-10-01","2012-04-01",7,68995,5,"Java",140072,57941,51041,35817,30450,9163,437,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,198013,"NoChange","Young",0.00894335872805568,0.396488903610467
584210,"Drools and jBPM5 Community Training","http://salaboy.wordpress.com","https://github.com/Salaboy/Drools_jBPM5-Training-Examples","drools_and_jbpm5_community_training",0,,0,"2012-06-25T11:23:50Z","2012-06-25T11:23:48Z","2011-01-01","2011-09-01",3,12946,5,"Java",9829,5248,1379,615,2816,1474,22,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15077,"NoChange","Young",0.00861212321960914,0.405101026830076
13150,"Qi4j - New Energy For Java","http://www.qi4j.org","http://www.qi4j.org/downloads","qi4j",5,5,3,"2012-06-19T01:15:18Z","2012-06-19T01:14:49Z","2008-05-01","2012-06-01",9,190424,5,"Java",218973,52665,57738,14123,37609,8279,340,5725,3414,710,584,408,636,51,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,271638,"Decreasing","Old",0.00861212321960914,0.413713150049685
368144,"JSAGA","http://grid.in2p3.fr/jsaga/",,"jsaga",1,,0,"2012-06-21T09:57:22Z","2012-06-21T09:57:13Z","2007-08-01","2012-06-01",6,294525,5,"Java",205601,84365,72777,24425,47607,14384,913,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,289966,"NoChange","Old",0.00861212321960914,0.422325273269294
351002,"OpenRocket","http://sourceforge.net/projects/openrocket/",,"openrocket",0,,0,"2012-06-22T22:12:06Z","2012-06-22T22:11:50Z","2009-05-01","2012-06-01",8,142082,5,"Java",203362,137940,41476,24325,38231,26272,497,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,341302,"Increasing","Old",0.00828088771116264,0.430606160980457
3648,"Qpid - Open Source AMQP","http://qpid.apache.org","http://qpid.apache.org/download.cgi",,8,3.42857,7,"2012-06-21T18:12:22Z","2012-06-21T18:10:41Z","2006-09-01","2012-06-01",19,542411,5,"Java",208385,239933,42842,57380,37067,31158,1535,6872,3684,1621,981,938,510,135,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,448318,"NoChange","VeryOld",0.00828088771116264,0.43888704869162
523119,"BloatIt's bloatit","http://dev.bloatit.com",,"BloatIts_bloatit",0,,0,"2012-06-21T01:49:57Z","2012-06-21T01:49:54Z","2010-09-01","2012-01-01",6,129478,5,"Java",281578,201836,98134,47458,53521,35203,1116,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,483414,"NoChange","Normal",0.0079496522027161,0.446836700894336
361706,"Zeidon Java Object Engine","http://sourceforge.net/projects/zeidonjoe/",,"zeidonjoe",0,,0,"2012-02-26T01:45:30Z","2012-02-26T01:44:18Z","2009-07-01","2012-02-01",3,95643,5,"Java",78989,8270,36814,1873,13754,320,268,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,87259,"Increasing","Normal",0.00728718118582311,0.454123882080159
487341,"Lambico","http://www.lambico.org",,"lambico",3,4,1,"2012-06-25T17:36:48Z","2012-06-25T17:36:24Z","2009-12-01","2011-12-01",2,7917,5,"Java",50,7,33,31,5,0,5,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,57,"Decreasing","Normal",0.00728718118582317,0.461411063265982
340708,"Beanfabrics","http://beanfabrics.googlecode.com","http://code.google.com/p/beanfabrics/downloads/list","beanfabrics",1,,0,"2012-06-24T07:04:03Z","2012-06-24T07:03:58Z","2009-05-01","2012-03-01",2,40437,5,"Java",628,338,615,420,59,5,18,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,966,"Decreasing","Normal",0.00695594567737662,0.468367008943359
69607,"swixml2","http://code.google.com/p/swixml2","http://swixml2.googlecode.com/svn/trunk/mavenrepo/org/swixml/swixml/2.5-SNAPSHOT/swixml-2.5-20090706.183932-11.jar","swixml2",0,,0,"2012-06-26T06:19:03Z","2012-06-26T06:19:00Z","2008-06-01","2012-04-01",2,45769,5,"Java",8000,2732,1030,644,1217,564,87,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10732,"NoChange","Old",0.00695594567737656,0.475322954620735
318010,"indic-keyboards","http://code.google.com/p/indic-keyboards",,"indic-keyboards",3,5,2,"2012-06-22T12:21:10Z","2012-06-22T12:21:06Z","2009-01-01","2011-10-01",6,16841,5,"Java",7576,2239,1941,526,753,171,89,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9815,"Increasing","Normal",0.00695594567737662,0.482278900298112
3085,"Xith3D Toolkit","http://xith.org/","http://xith.org/index.php?switch=download","xith-tk",5,4.5,2,"2012-06-23T06:28:00Z","2012-06-23T06:27:54Z","2003-10-01","2012-03-01",3,47820,5,"Java",163,17,42,1,43,1,8,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,180,"Decreasing","VeryOld",0.00662471016893013,0.488903610467042
321501,"maven-config-processor-plugin","http://code.google.com/p/maven-config-processor-plugin","http://code.google.com/p/maven-config-processor-plugin/downloads/list","maven-config-processor-plugin",1,5,1,"2012-06-24T02:00:41Z","2012-06-24T02:00:38Z","2009-02-01","2012-05-01",2,4599,5,"Java",809,360,194,51,63,16,25,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1169,"Increasing","Old",0.00629347466048363,0.495197085127526
242890,"skimmedcommons","http://sourceforge.net/projects/skimmedcommons",,"skimmedcommons",0,,0,"2012-06-24T00:38:53Z","2012-06-24T00:38:41Z","2010-04-01","2012-06-01",3,10233,5,"Java",9203,3194,1542,658,2073,701,63,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12397,"Increasing","Normal",0.00596223915203709,0.496522027161312
484014,"molevol-Nexplorer","http://nexplorer.sourceforge.net/",,"molevol-Nexplorer",0,,0,"2012-06-25T04:44:11Z","2012-06-25T04:42:24Z","2005-12-01","2011-12-01",2,31903,5,"Java",5174,3872,2599,2643,620,1100,57,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9046,"Increasing","VeryOld",0.00596223915203703,0.502484266313349
589221,"debox-photos","http://projects.debux.org/projects/debox-photos",,"debox-photos",1,5,1,"2012-06-27T05:57:19Z","2012-06-27T05:56:52Z","2012-01-01","2012-06-01",2,6715,5,"Java",20567,14658,4314,3024,2450,1464,419,4,2,0,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,35225,"NoChange","Young",0.00596223915203709,0.508446505465386
465934,"google-enterprise-connector-file-system","http://code.google.com/p/google-enterprise-connector-file-system/",,"google-enterprise-connector-file-system",0,,0,"2012-06-23T02:24:20Z","2012-06-23T02:16:40Z","2009-10-01","2012-06-01",7,67262,5,"Java",9664,6737,2486,1650,1106,751,58,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16401,"NoChange","Normal",0.0059622391520372,0.514408744617423
588965,"JLM (Java Learning Machine)","http://webloria.loria.fr/~quinson/Teaching/JLM/",,"JLM",0,,0,"2012-06-22T03:32:36Z","2012-06-22T03:32:34Z","2008-10-01","2012-03-01",6,52995,5,"Java",45880,10645,1153,957,2286,1519,268,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,56525,"Increasing","Old",0.00596223915203709,0.52037098376946
50317,"Bizcal calendar widget library","http://sourceforge.net/projects/bizcal",,"bizcal",0,,0,"2012-06-24T22:34:19Z","2012-06-24T22:34:14Z","2006-01-01","2012-06-01",2,12955,5,"Java",609,396,1753,1166,48,21,21,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1005,"Increasing","VeryOld",0.00563100364359059,0.526001987413051
127392,"weupnp","http://code.google.com/p/weupnp","http://code.google.com/p/weupnp/downloads/list","weupnp",0,,0,"2012-06-24T21:06:09Z","2012-06-24T21:06:05Z","2008-11-01","2011-10-01",2,874,5,"Java",59,123,48,39,5,16,4,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,182,"NoChange","Normal",0.00563100364359059,0.531632991056641
508364,"com.idega.content","http://www.idega.org",,"com_idega_content",0,,0,"2012-06-21T23:30:18Z","2012-06-21T23:30:16Z","2004-06-01","2012-05-01",6,47047,5,"Java",1375,350,9,69,208,10,24,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1725,"Decreasing","VeryOld",0.00563100364359059,0.537263994700232
483082,"Danno","http://sourceforge.net/projects/metadata-net",,"Danno",0,,0,"2012-06-24T23:42:14Z","2012-06-24T23:42:09Z","2008-11-01","2011-12-01",3,72237,5,"Java",56975,43966,15210,8975,4816,2930,364,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100941,"NoChange","Old",0.0052997681351441,0.542563762835376
573193,"rngtng's launchpad","http://rngtng.github.com/launchpad/",,"rngtngs_launchpad",0,,0,"2012-06-24T08:25:17Z","2012-06-24T08:25:16Z","2009-12-01","2011-08-01",3,1384,5,"Java",268,167,16,36,3,27,6,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,435,"Increasing","Normal",0.00529976813514399,0.54786353097052
588423,"ideone-cli","http://code.google.com/p/ideone-cli","http://code.google.com/p/ideone-cli/downloads/list","ideone-cli",0,,0,"2012-06-24T19:25:48Z","2012-06-24T19:25:44Z","2012-01-01","2012-01-01",2,824,5,"Java",856,32,103,1,115,0,11,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,888,"NoChange","Young",0.0052997681351441,0.553163299105664
527781,"testbed-runtime","http://github.com/itm/testbed-runtime",,"testbed-runtime",0,,0,"2012-06-22T17:11:56Z","2012-06-22T17:11:49Z","2010-06-01","2012-05-01",5,63907,5,"Java",27183,55247,7340,19528,6706,12558,289,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,82430,"Decreasing","Normal",0.00496853262669761,0.558131831732362
513451,"config-magic","http://github.com/brianm/config-magic",,"config-magic",0,,0,"2012-06-22T07:29:59Z","2012-06-22T07:29:58Z","2009-10-01","2012-05-01",3,3332,5,"Java",1181,67,12,2,227,0,25,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1248,"Decreasing","Normal",0.00463729711825112,0.562769128850613
515634,"ralphleon's TeaTimer","http://www.solidsushi.com",,"ralphleons_TeaTimer",0,,0,"2012-06-25T16:58:52Z","2012-06-25T16:58:47Z","2009-07-01","2011-08-01",2,1903,5,"Java",248,102,18,2,21,1,20,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,350,"Increasing","Normal",0.004637297118251,0.563431599867506
344692,"slim3","http://code.google.com/p/slim3",,"slim3",1,,0,"2012-06-20T23:03:12Z","2012-06-20T23:03:08Z","2009-04-01","2012-05-01",8,275806,5,"Java",3733,972,2677,178,748,141,73,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4705,"Decreasing","Old",0.00463729711825112,0.568068896985757
